"STATION","NAME","DATE","AWND","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","WDF2","WDF5","WSF2","WSF5","WT01","WT02","WT03","WT04","WT05","WT06","WT07","WT08"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2020-05-27","4.92","0.00","0.0","0.0","71","86","58","  200","  200","15.0","18.1",,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2020-05-28","7.83","0.00","0.0","0.0","76","86","64","   20","   30","17.0","23.0",,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2020-05-29","8.95","0.00","0.0","0.0","76","88","65","   40","   30","19.9","25.9",,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2020-05-30","6.71","0.00","0.0","0.0","77","87","65","  130","  110","13.0","19.9",,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2020-05-31","6.71","0.00","0.0","0.0","77","88","67","  130","  110","14.1","19.0",,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2020-06-01","6.49","0.00","0.0","0.0","78","87","69","  140","  150","14.1","18.1",,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2020-06-02","8.72","0.00","0.0","0.0","79","90","71","  180","  200","17.0","21.9",,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2020-06-03","9.84","0.00","0.0","0.0","83","92","74","  190","  170","15.0","19.9",,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2020-06-04","11.63","0.00","0.0","0.0","84","95","74","  340","  330","30.0","38.0",,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2020-06-05","9.62","0.00","0.0","0.0","86","95","77","  160","  170","17.0","34.0",,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2020-06-06","6.71","0.00","0.0","0.0","87","98","76","  100","   90","17.0","23.9",,,,,,,,"    1"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2020-06-07","7.83","0.00","0.0","0.0","85","94","77","   80","   80","16.1","21.9",,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2020-06-08","5.37","0.00","0.0","0.0","87","97","78","  170","  360","13.0","19.9",,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2020-06-09","18.12","0.00","0.0","0.0","89","97","72","  340","  330","35.1","45.0",,,,,,,"    1",
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2020-06-10","11.41","0.00","0.0","0.0","78","89","65","  340","  330","23.9","35.1",,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2020-06-11","5.37","0.00","0.0","0.0","79","92","62","   60","   40","14.1","21.9",,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2020-06-12","5.14","0.00","0.0","0.0","80","92","67","  100","  100","12.1","17.0",,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2020-06-13","6.93","0.00","0.0","0.0","81","93","70","  150","  120","14.1","19.0",,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2020-06-14","7.61","0.00","0.0","0.0","82","92","69","  130","  110","19.9","25.9",,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2020-06-15","8.05","0.00","0.0","0.0","83","94","71","  130","  110","15.0","21.9",,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2020-06-16","10.51","0.00","0.0","0.0","84","93","74","  190","  180","17.0","23.9",,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2020-06-17","11.86","0.00","0.0","0.0","84","93","72","  180","  150","21.9","33.1",,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2020-06-18","14.99","0.00","0.0","0.0","83","93","73","  150","  180","23.0","34.0",,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2020-06-19","16.78","1.04","0.0","0.0","84","94","67","  360","   10","46.1","63.1","    1",,"    1",,,,"    1","    1"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2020-06-20","7.61","0.81","0.0","0.0","75","88","67","  260","  260","16.1","21.9","    1",,"    1",,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2020-06-21","12.30","0.32","0.0","0.0","79","87","67","  190","  180","36.0","42.9","    1",,"    1",,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2020-06-22","9.84","0.69","0.0","0.0","79","91","66","   10","   40","35.1","45.0","    1",,"    1",,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2020-06-23","8.50","2.49","0.0","0.0","78","80","68","  310","  270","21.0","29.1","    1",,"    1",,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2020-06-24","6.93","0.00","0.0","0.0","78","91","69","   50","   50","14.1","19.9",,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2020-06-25","7.16","0.00","0.0","0.0","82","89","73","  150","  170","16.1","21.0",,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2020-06-26","15.66","0.00","0.0","0.0","82","91","75","  180","  180","23.9","33.1",,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2020-06-27","16.55","0.00","0.0","0.0","83","93","74","  200","  200","25.9","36.9",,,,,,,,"    1"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2020-06-28","18.79","0.00","0.0","0.0","83","92","77","  200","  180","31.1","38.9",,,"    1",,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2020-06-29","19.91","0.00","0.0","0.0","84","93","79","  180","  180","32.0","40.0",,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2020-06-30","17.67","0.00","0.0","0.0","85","93","80","  200","  180","25.9","36.9",,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2020-07-01","15.21","0.00","0.0","0.0","86","94","79","  190","  180","23.0","30.0",,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2020-07-02","8.72","0.22","0.0","0.0","85","94","77","  250","  250","23.0","28.0","    1",,"    1",,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2020-07-03","6.71","0.00","0.0","0.0","84","98","75","  120","  120","16.1","21.0",,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2020-07-04","8.28","0.00","0.0","0.0","85","95","73","   70","   70","12.1","12.1",,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2020-07-05","5.59","1.01","0.0","0.0","85","94","74","  320","  320","23.0","48.1","    1",,"    1",,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2020-07-06","6.49","0.07","0.0","0.0","80","88","74","  230","  230","21.0","21.0","    1",,"    1",,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2020-07-07","8.05","0.00","0.0","0.0","79","90","73","  130","  130","15.0","15.0",,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2020-07-08","10.51","0.00","0.0","0.0","83","94","75","  160","  170","17.0","19.9",,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2020-07-09","13.42","0.00","0.0","0.0","86","94","78","  170","  160","23.9","25.1",,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2020-07-10","9.62","0.00","0.0","0.0","86","95","78","  160","  160","21.9","25.9",,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2020-07-11","9.17","0.00","0.0","0.0","87","98","79","  170","  160","16.1","21.9",,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2020-07-12","10.07","0.00","0.0","0.0","88","100","76","   50","   60","38.9","61.1",,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2020-07-13","12.97","0.00","0.0","0.0","91","101","82","  170","  150","21.0","29.1",,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2020-07-14","17.00","0.00","0.0","0.0","89","98","79","  170","  160","25.1","38.0",,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2020-07-15","14.32","0.00","0.0","0.0","88","96","80","  190","  200","32.0","40.0",,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2020-07-16","11.18","0.00","0.0","0.0","88","98","80","  190","  140","17.0","23.9",,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2020-07-17","9.62","0.00","0.0","0.0","88","97","79","  120","  160","18.1","23.9",,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2020-07-18","12.30","0.00","0.0","0.0","86","94","79","  120","  170","16.1","21.0",,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2020-07-19","9.84","0.00","0.0","0.0","87","96","79","  180","  180","18.1","23.0",,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2020-07-20","9.62","0.00","0.0","0.0","87","96","77","  120","  130","21.0","25.9",,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2020-07-21","8.72","0.00","0.0","0.0","83","91","75","  150","  150","17.0","21.9",,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2020-07-22","8.28","0.00","0.0","0.0","84","94","76","  130","  130","17.0","23.0",,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2020-07-23","9.40","0.00","0.0","0.0","86","95","79","  130","  140","15.0","21.0",,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2020-07-24","10.51","0.00","0.0","0.0","88","96","81","  130","  100","19.9","25.9",,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2020-07-25","10.07","0.00","0.0","0.0","85","91","79","  140",,"15.0",,,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2020-07-26","8.05","0.00","0.0","0.0","85","93","78","  130","  170","14.1","18.1",,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2020-07-27","7.83","0.00","0.0","0.0","83","92","77","  150","  100","13.0","17.0",,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2020-07-28","6.26","1.00","0.0","0.0","80","82","75","  170","  170","13.0","16.1","    1",,"    1",,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2020-07-29","11.41","0.01","0.0","0.0","81","94","77","  190","  180","21.0","25.9",,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2020-07-30","14.54","0.00","0.0","0.0","86","97","74","  330","  340","38.9","51.0",,,"    1",,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2020-07-31","10.07","0.00","0.0","0.0","82","91","73","  330","  330","18.1","23.9",,,"    1",,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2020-08-01","4.92","0.00","0.0","0.0","82","92","70","  340","  350","14.1","18.1",,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2020-08-02","6.93","0.00","0.0","0.0","84","94","71","   40","   10","16.1","23.9",,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2020-08-03","6.49","0.00","0.0","0.0","83","93","74","   70","  360","14.1","19.0",,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2020-08-04","7.61","0.00","0.0","0.0","82","93","71","  110","  110","15.0","21.9",,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2020-08-05","9.84","0.00","0.0","0.0","83","90","76","   30","   30","18.1","25.1",,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2020-08-06","11.41","0.00","0.0","0.0","84","97","74","  160","  180","19.9","25.9",,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2020-08-07","13.65","0.00","0.0","0.0","88","97","79","  170","  170","21.0","29.1",,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2020-08-08","12.08","0.00","0.0","0.0","88","98","78","  170","  190","19.9","28.0",,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2020-08-09","12.75","0.00","0.0","0.0","88","98","78","  160","  170","21.0","31.1",,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2020-08-10","15.21","0.00","0.0","0.0","89","98","79","  190","  200","21.9","30.0",,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2020-08-11","12.75","0.00","0.0","0.0","89","98","80","  210","  210","21.0","33.1",,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2020-08-12","12.75","0.00","0.0","0.0","91","101","82","  190","  200","23.0","30.0",,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2020-08-13","12.30","0.00","0.0","0.0","91","101","82","  170","  170","19.9","30.0",,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2020-08-14","12.75","0.00","0.0","0.0","92","103","82","  190","  180","19.9","25.9",,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2020-08-15","8.05","0.00","0.0","0.0","91","103","80","  170","  160","17.0","23.9",,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2020-08-16","8.28","0.29","0.0","0.0","92","104","73","   30","   20","49.0","68.0",,,"    1",,,,"    1","    1"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2020-08-17","3.36","0.00","0.0","0.0","80","94","72","  230","  220","12.1","16.1",,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2020-08-18","9.84","0.00","0.0","0.0","86","95","74","   10","   20","21.9","31.1",,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2020-08-19","6.49","0.00","0.0","0.0","81","93","69","  350","  350","17.0","21.9",,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2020-08-20","5.82","0.00","0.0","0.0","81","92","70","  120","  110","13.0","19.0",,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2020-08-21","5.82","0.00","0.0","0.0","82","94","69","  120","   70","13.0","16.1",,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2020-08-22","5.59","0.00","0.0","0.0","84","95","72","  110","   80","14.1","21.0",,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2020-08-23","4.25","0.00","0.0","0.0","84","95","73","  120","  110","13.0","19.0",,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2020-08-24","5.82","0.00","0.0","0.0","85","96","74","   40","   30","15.0","19.9",,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2020-08-25","5.82","0.00","0.0","0.0","85","96","74","  110","   40","16.1","21.9",,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2020-08-26","8.95","0.00","0.0","0.0","85","94","75","   70","   70","25.1","33.1",,,"    1",,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2020-08-27","5.37","0.02","0.0","0.0","81","94","73","  340","  340","25.9","31.1",,,"    1",,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2020-08-28","9.84","0.00","0.0","0.0","85","104","75","  160","  150","21.0","29.1",,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2020-08-29","10.96","0.01","0.0","0.0","91","106","80","  280","  280","32.0","42.9",,,"    1",,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2020-08-30","9.84","0.95","0.0","0.0","83","95","73","  330","  340","23.0","34.0","    1",,"    1",,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2020-08-31","12.30","0.01","0.0","0.0","88","98","80","  200","  200","21.0","28.0",,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2020-09-01","14.99","1.55","0.0","0.0","85","91","71","  310","  300","33.1","46.1","    1",,"    1",,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2020-09-02","7.38","0.48","0.0","0.0","74","80","71","  200","  180","17.0","25.1","    1",,"    1",,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2020-09-03","6.04","0.00","0.0","0.0","76","83","72","  180","  150","14.1","18.1",,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2020-09-04","5.82","0.00","0.0","0.0","77","87","72","  140","  140","12.1","16.1",,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2020-09-05","3.80","0.37","0.0","0.0","80","92","72","  200","  190","33.1","42.9","    1",,"    1",,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2020-09-06","7.16","0.00","0.0","0.0","79","90","71","  180","  170","14.1","18.1","    1",,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2020-09-07","10.74","0.00","0.0","0.0","83","93","74","  170","  170","18.1","25.1",,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2020-09-08","11.63","0.00","0.0","0.0","83","91","75","  180","  170","21.9","28.0",,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2020-09-09","9.17","1.30","0.0","0.0","77","84","57","  280","  310","18.1","25.1","    1",,"    1",,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2020-09-10","10.51","0.03","0.0","0.0","61","69","55","  350","  300","17.0","23.0","    1",,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2020-09-11","5.82","0.00","0.0","0.0","69","79","64","  360","  360","13.0","18.1",,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2020-09-12","4.92","0.00","0.0","0.0","75","86","66","  340","  330","10.1","15.0",,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2020-09-13","9.40","0.00","0.0","0.0","78","86","69","  360","  360","19.9","25.1",,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2020-09-14","9.17","0.00","0.0","0.0","77","88","70","  350","  340","17.0","23.0",,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2020-09-15","7.61","0.00","0.0","0.0","79","88","74","   20","  360","15.0","21.9",,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2020-09-16","5.37","0.00","0.0","0.0","80","88","72","   20","   20","13.0","19.0",,,"    1",,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2020-09-17","8.05","0.00","0.0","0.0","79","88","71","   20","   10","16.1","21.0",,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2020-09-18","8.05","0.00","0.0","0.0","76","85","68","   30","   30","17.0","23.9",,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2020-09-19","7.61","0.00","0.0","0.0","72","80","63","   40","   30","13.0","18.1",,,,,,,,"    1"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2020-09-20","7.61","0.00","0.0","0.0","69","81","57","   50","   40","17.0","23.9",,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2020-09-21","9.62","0.07","0.0","0.0","72","76","65","   60","   60","18.1","25.1","    1",,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2020-09-22","7.61","0.07","0.0","0.0","67","70","65","   40","   40","12.1","16.1","    1",,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2020-09-23","9.17","0.00","0.0","0.0","67","72","64","  350","  350","17.0","19.9","    1",,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2020-09-24","6.49","0.00","0.0","0.0","70","77","61","   20","   50","14.1","19.0",,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2020-09-25","7.61","0.00","0.0","0.0","69","83","58","  190","  190","16.1","21.9","    1",,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2020-09-26","10.96","0.00","0.0","0.0","73","87","62","  180","  170","19.9","28.0",,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2020-09-27","15.66","0.00","0.0","0.0","79","90","64","  360","  360","35.1","53.9",,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2020-09-28","17.00","0.00","0.0","0.0","71","78","59","   20","   10","36.0","51.0",,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2020-09-29","8.28","0.00","0.0","0.0","66","82","50","  320","  310","21.0","36.9",,,,,,,,"    1"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2020-09-30","8.28","0.00","0.0","0.0","71","92","52","  210","  190","16.1","23.9",,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2020-10-01","9.84","0.00","0.0","0.0","72","81","60","   50","   50","19.9","27.1",,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2020-10-02","6.04","0.00","0.0","0.0","65","76","52","  120","  130","12.1","18.1",,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2020-10-03","9.17","0.00","0.0","0.0","68","83","59","  170","  170","18.1","23.0",,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2020-10-04","9.62","0.00","0.0","0.0","70","79","58","  360","  350","19.9","25.9",,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2020-10-05","7.61","0.00","0.0","0.0","65","79","54","  130","  130","17.0","23.9",,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2020-10-06","7.16","0.00","0.0","0.0","70","86","57","  170","  160","14.1","21.9",,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2020-10-07","5.82","0.00","0.0","0.0","74","87","62","  140","  140","13.0","17.0",,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2020-10-08","5.59","0.00","0.0","0.0","73","87","61","  140","  140","14.1","19.0",,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2020-10-09","6.71","0.00","0.0","0.0","76","85","67","   80","  120","15.0","21.0","    1",,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2020-10-10","4.03","0.00","0.0","0.0","73","88","64","  190","  190","8.9","13.0","    1",,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2020-10-11","10.74","0.00","0.0","0.0","79","96","66","  190","  170","21.0","27.1",,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2020-10-12","12.53","0.00","0.0","0.0","78","81","60","  340","  350","25.9","35.1",,,,,,,"    1","    1"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2020-10-13","5.59","0.00","0.0","0.0","67","82","51","  190","  160","12.1","17.0",,,,,,,,"    1"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2020-10-14","13.20","0.00","0.0","0.0","71","91","57","  190","  190","25.9","33.1",,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2020-10-15","14.99","0.00","0.0","0.0","74","78","62","   30","   40","28.0","36.0",,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2020-10-16","8.95","0.00","0.0","0.0","63","71","50","   30","   20","23.9","30.0",,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2020-10-17","14.76","0.00","0.0","0.0","60","76","50","  180","  180","28.0","36.9",,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2020-10-18","15.88","0.00","0.0","0.0","76","88","57","  180","  180","28.0","35.1",,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2020-10-19","7.83","0.00","0.0","0.0","61","65","54","  320","  350","13.0","16.1","    1",,,,,,,"    1"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2020-10-20","9.40","0.00","0.0","0.0","69","88","61","  190","  180","23.9","29.1",,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2020-10-21","11.18","0.00","0.0","0.0","76","85","69","  150","  140","21.0","28.0",,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2020-10-22","12.53","0.00","0.0","0.0","75","86","69","  190","  190","23.0","30.0",,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2020-10-23","16.78","0.91","0.0","0.0","65","75","49","  350","  350","31.1","42.1","    1",,"    1",,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2020-10-24","7.83","0.00","0.0","0.0","51","59","46","   10","   10","19.9","25.1",,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2020-10-25","9.62","0.05","0.0","0.0","56","63","51","   40","   50","16.1","23.0","    1",,,,,,,"    1"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2020-10-26","15.66","0.24","0.0","0.0","51","54","38","  340","  360","23.0","30.0","    1",,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2020-10-27","13.87","0.09","0.0","0.0","39","41","38","  350","  360","18.1","23.9","    1",,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2020-10-28","11.41","0.45","0.0","0.0","41","46","36","  300","  310","21.0","27.1","    1",,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2020-10-29","12.97","0.00","0.0","0.0","46","60","36","  300","  300","23.9","31.1","    1",,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2020-10-30","3.80","0.00","0.0","0.0","51","66","38","  120","  110","8.1","11.0",,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2020-10-31","6.49","0.00","0.0","0.0","56","72","41","  190","  190","16.1","21.0",,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2020-11-01","9.62","0.00","0.0","0.0","59","72","47","   10","   10","18.1","23.9",,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2020-11-02","5.59","0.00","0.0","0.0","55","71","41","  140","  140","14.1","17.0",,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2020-11-03","8.05","0.00","0.0","0.0","58","78","43","  190","  200","18.1","27.1",,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2020-11-04","12.08","0.00","0.0","0.0","62","76","48","  170","  190","23.0","29.1",,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2020-11-05","10.96","0.00","0.0","0.0","66","78","58","  190","  190","21.9","25.9",,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2020-11-06","8.50","0.00","0.0","0.0","67","77","58","  130","  170","17.0","23.0",,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2020-11-07","6.49","0.00","0.0","0.0","64","76","53","  120","  120","15.0","19.9",,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2020-11-08","9.62","0.00","0.0","0.0","64","73","56","  170","  150","18.1","27.1",,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2020-11-09","12.75","0.00","0.0","0.0","69","80","62","  170","  180","25.1","35.1","    1",,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2020-11-10","11.41","0.00","0.0","0.0","69","74","50","  320","  180","23.0","30.0",,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2020-11-11","4.03","0.00","0.0","0.0","56","74","43","   10","   50","8.9","12.1",,,,,,,,"    1"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2020-11-12","9.84","0.00","0.0","0.0","63","80","51","   10","  360","19.9","25.1",,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2020-11-13","6.26","0.00","0.0","0.0","65","75","55","  360","   10","23.0","30.0",,,,,,,,
