"STATION","NAME","DATE","AWND","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","WDF2","WDF5","WSF2","WSF5","WT01","WT02","WT03","WT04","WT05","WT06","WT07","WT08"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2019-04-14","12.97","0.01","0.0","0.0","52","67","44","  320","  310","29.1","36.9","    1",,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2019-04-15","16.78","0.00","0.0","0.0","63","79","50","  190","  170","29.1","35.1",,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2019-04-16","19.24","0.00","0.0","0.0","68","76","62","  180","  180","29.1","36.0",,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2019-04-17","15.43","0.49","0.0","0.0","72","83","60","  330","  330","29.1","36.9","    1",,"    1",,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2019-04-18","14.76","0.38","0.0","0.0","67","72","55","  360","  360","38.0","47.0","    1",,"    1",,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2019-04-19","16.78","0.00","0.0","0.0","60","68","52","  350","  340","29.1","35.1",,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2019-04-20","8.28","0.00","0.0","0.0","63","80","47","  170","  200","17.0","23.9",,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2019-04-21","18.12","0.00","0.0","0.0","70","82","59","  170","  150","31.1","36.9",,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2019-04-22","14.09","0.00","0.0","0.0","71","79","64","  180","  180","25.9","35.1",,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2019-04-23","10.51","2.17","0.0","0.0","71","75","60","  270","  270","49.0","63.1","    1",,"    1",,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2019-04-24","6.49","1.40","0.0","0.0","64","67","61","  120","  120","21.0","25.1","    1",,"    1",,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2019-04-25","10.07","0.00","0.0","0.0","67","82","59","  350","  350","18.1","23.0",,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2019-04-26","9.17","0.00","0.0","0.0","70","78","57","  350","  350","16.1","19.9",,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2019-04-27","11.86","0.00","0.0","0.0","70","85","57","  220","  220","31.1","36.0",,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2019-04-28","13.65","0.00","0.0","0.0","73","82","63","  190","  190","28.0","33.1",,,"    1",,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2019-04-29","15.43","0.00","0.0","0.0","74","83","67","  190","  170","25.1","33.1",,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2019-04-30","16.11","0.01","0.0","0.0","76","82","72","  170","  170","33.1","42.9",,,"    1",,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2019-05-01","14.32","0.74","0.0","0.0","77","85","63","   10","  170","29.1","36.9","    1",,"    1",,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2019-05-02","10.96","0.41","0.0","0.0","68","80","61","  170","  170","36.0","45.0","    1",,"    1",,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2019-05-03","8.50","0.00","0.0","0.0","69","79","61","  150","  150","21.9","28.0",,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2019-05-04","9.40","0.30","0.0","0.0","69","78","61","   10","   10","17.0","21.9","    1",,"    1",,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2019-05-05","7.61","0.00","0.0","0.0","69","82","58","  180","  190","16.1","21.9",,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2019-05-06","11.86","0.00","0.0","0.0","76","83","68","  150","  170","19.9","23.9",,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2019-05-07","11.41","0.00","0.0","0.0","74","85","66","  160","  160","28.0","36.0",,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2019-05-08","10.51","1.94","0.0","0.0","68","72","61","  100","  110","32.0","40.0","    1",,"    1",,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2019-05-09","12.30","0.02","0.0","0.0","65","73","52","  360","  360","23.9","30.0","    1","    1",,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2019-05-10","12.30","0.08","0.0","0.0","55","57","50","   10","  360","23.0","30.0","    1",,"    1",,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2019-05-11","8.50","1.43","0.0","0.0","57","65","55","  340","  320","16.1","19.0","    1",,"    1",,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2019-05-12","6.04","0.00","0.0","0.0","65","77","57","  310","  340","13.0","17.0",,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2019-05-13","9.17","0.00","0.0","0.0","71","82","58","  170","  190","15.0","19.9",,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2019-05-14","7.83","0.00","0.0","0.0","73","84","60","  230","  190","18.1","21.9",,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2019-05-15","8.72","0.00","0.0","0.0","75","86","63","  190","  190","17.0","23.9",,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2019-05-16","11.41","0.00","0.0","0.0","77","86","67","  190","  200","18.1","23.9",,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2019-05-17","16.78","0.00","0.0","0.0","77","87","70","  160","  180","23.9","32.0",,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2019-05-18","12.75","2.18","0.0","0.0","75","77","63","  250","  250","47.0","63.1","    1","    1","    1",,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2019-05-19","9.40","0.00","0.0","0.0","74","84","66","  330","  330","18.1","23.0","    1",,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2019-05-20","18.12","0.00","0.0","0.0","78","87","70","  170","  170","35.1","44.1",,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2019-05-21","15.21","0.18","0.0","0.0","77","84","66","  260","  250","36.0","45.0","    1",,"    1",,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2019-05-22","15.21","0.00","0.0","0.0","77","89","64","  170","  190","29.1","38.0","    1",,,,,,,"    1"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2019-05-23","19.01","0.00","0.0","0.0","82","90","76","  140","  150","29.1","35.1",,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2019-05-24","15.43","0.00","0.0","0.0","82","89","75","  170","  160","28.0","34.0",,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2019-05-25","14.32","0.00","0.0","0.0","81","90","72","  150","  180","21.9","30.0",,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2019-05-26","14.32","0.00","0.0","0.0","81","90","73","  170","  180","23.9","29.1",,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2019-05-27","17.22","0.00","0.0","0.0","80","89","72","  190","  160","25.9","35.1",,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2019-05-28","16.78","0.00","0.0","0.0","79","85","73","  180","  170","29.1","36.9",,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2019-05-29","11.86","0.87","0.0","0.0","78","81","68","  250","  250","25.9","30.0","    1",,"    1",,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2019-05-30","8.05","0.00","0.0","0.0","73","85","66","   10","   10","15.0","19.9","    1",,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2019-05-31","4.92","0.00","0.0","0.0","76","86","67","  190","  190","15.0","18.1",,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2019-06-01","4.92","0.28","0.0","0.0","78","91","66","   40","   40","29.1","36.0","    1",,"    1",,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2019-06-02","6.26","0.02","0.0","0.0","74","85","69","  180","  180","23.9","28.0",,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2019-06-03","8.05","0.00","0.0","0.0","81","92","73","  150","  150","25.1","32.0","    1",,"    1",,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2019-06-04","7.61","0.00","0.0","0.0","80","86","72","  210","  210","17.0","19.9",,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2019-06-05","8.72","0.02","0.0","0.0","78","84","73","  110","  120","17.0","21.9",,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2019-06-06","7.38","0.08","0.0","0.0","78","90","68","  330","  310","28.0","34.0","    1",,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2019-06-07","9.17","0.00","0.0","0.0","77","87","69","  330","  330","17.0","21.0",,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2019-06-08","6.26","0.00","0.0","0.0","81","93","71","   30","   20","12.1","15.0",,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2019-06-09","10.74","0.39","0.0","0.0","80","91","68","   30","   50","38.9","55.9","    1",,"    1",,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2019-06-10","15.88","0.00","0.0","0.0","76","82","68","  360","   10","23.9","30.0",,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2019-06-11","6.26","0.00","0.0","0.0","72","78","64","  130","  160","14.1","19.9",,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2019-06-12","9.17","0.00","0.0","0.0","73","88","63","   10","  320","19.9","27.1",,,,,,,,"    1"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2019-06-13","6.04","0.00","0.0","0.0","77","88","65","  350","   30","14.1","17.0",,,,,,,,"    1"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2019-06-14","14.99","0.00","0.0","0.0","79","91","68","  190","  170","28.0","35.1",,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2019-06-15","18.79","0.00","0.0","0.0","84","93","75","  180","  170","30.0","36.0",,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2019-06-16","12.75","2.42","0.0","0.0","77","82","64","  330","  340","38.0","49.0","    1",,"    1",,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2019-06-17","3.80","0.00","0.0","0.0","72","87","64","  360","  360","10.1","14.1",,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2019-06-18","7.61","0.00","0.0","0.0","80","93","70","  190","  310","18.1","25.9",,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2019-06-19","11.86","0.42","0.0","0.0","83","97","70","  300","  290","28.0","33.1","    1",,"    1",,,,,"    1"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2019-06-20","14.54","0.00","0.0","0.0","86","96","73","  190","  210","25.9","31.1",,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2019-06-21","18.79","0.00","0.0","0.0","87","96","80","  180","  190","28.0","34.0",,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2019-06-22","18.57","0.00","0.0","0.0","86","91","80","  180","  180","30.0","36.0",,,"    1",,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2019-06-23","18.34","0.50","0.0","0.0","85","94","69","  310","  310","33.1","49.0","    1",,"    1",,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2019-06-24","6.93","0.00","0.0","0.0","75","85","68","  120","  120","16.1","19.0",,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2019-06-25","11.41","0.00","0.0","0.0","79","91","72","  190","  190","23.0","31.1",,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2019-06-26","11.41","0.00","0.0","0.0","81","90","70","  170","  170","25.1","32.0",,,"    1",,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2019-06-27","8.28","0.00","0.0","0.0","80","91","72","  170","  160","17.0","23.0",,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2019-06-28","8.72","0.00","0.0","0.0","83","94","74","  160","  170","16.1","19.9",,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2019-06-29","6.93","0.00","0.0","0.0","86","98","73","   70","   70","25.1","35.1",,,"    1",,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2019-06-30","6.49","0.00","0.0","0.0","78","89","70","  110","   80","15.0","18.1",,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2019-07-01","8.50","0.00","0.0","0.0","80","91","72","  190","  190","19.9","23.9",,,"    1",,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2019-07-02","12.08","0.00","0.0","0.0","82","91","76","  170","  170","23.0","28.0",,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2019-07-03","12.30","0.00","0.0","0.0","82","92","74","  150","  150","25.9","34.0",,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2019-07-04","14.32","0.00","0.0","0.0","83","93","77","  180","  190","23.0","30.0",,,"    1",,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2019-07-05","12.75","0.00","0.0","0.0","85","93","78","  190","  200","19.9","25.9",,,,,,,,"    1"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2019-07-06","8.95","0.07","0.0","0.0","86","94","73","  330","  330","36.0","44.1",,,"    1",,,,,"    1"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2019-07-07","7.16","0.00","0.0","0.0","82","97","75","  160","  150","16.1","19.9",,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2019-07-08","7.16","0.00","0.0","0.0","86","95","77","  270","  290","19.9","25.9",,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2019-07-09","11.63","0.00","0.0","0.0","84","96","78","  190","  190","19.9","23.9",,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2019-07-10","6.71","0.70","0.0","0.0","88","98","73","  340","  330","40.9","53.9","    1",,"    1",,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2019-07-11","9.17","0.00","0.0","0.0","81","96","74","   20","   20","17.0","21.9",,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2019-07-12","7.83","0.00","0.0","0.0","84","92","74","   10","   10","15.0","18.1",,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2019-07-13","12.30","0.00","0.0","0.0","83","93","74","   30","   20","21.9","29.1",,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2019-07-14","10.96","0.00","0.0","0.0","82","89","75","   10","   10","21.0","25.1",,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2019-07-15","7.16","0.00","0.0","0.0","82","94","73","  150","  350","13.0","16.1",,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2019-07-16","12.75","0.00","0.0","0.0","87","97","80","  200","  220","19.9","25.1",,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2019-07-17","16.11","0.00","0.0","0.0","87","96","78","  170","  190","21.9","29.1",,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2019-07-18","17.00","0.00","0.0","0.0","87","96","78","  190","  190","23.9","30.0",,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2019-07-19","15.88","0.00","0.0","0.0","88","97","78","  170","  190","23.9","32.0",,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2019-07-20","14.54","0.00","0.0","0.0","87","97","78","  190","  190","21.0","27.1",,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2019-07-21","10.51","0.00","0.0","0.0","87","97","77","  180","  190","17.0","23.9",,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2019-07-22","11.41","0.01","0.0","0.0","86","94","77","   30","   30","23.0","29.1",,,"    1",,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2019-07-23","11.18","0.00","0.0","0.0","82","90","74","   40","   30","18.1","27.1",,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2019-07-24","5.59","0.00","0.0","0.0","80","89","71","   50","   80","13.0","19.9",,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2019-07-25","6.49","0.00","0.0","0.0","78","89","67","  150","  150","14.1","19.0",,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2019-07-26","4.47","0.00","0.0","0.0","79","90","69","  140","   90","15.0","23.0",,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2019-07-27","6.93","0.00","0.0","0.0","81","93","70","  150","  130","15.0","19.9",,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2019-07-28","11.41","0.00","0.0","0.0","85","96","75","  160","  180","21.0","28.0",,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2019-07-29","10.74","0.00","0.0","0.0","86","95","79","  200","  200","23.0","27.1",,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2019-07-30","8.28","0.00","0.0","0.0","88","100","77","  140","  150","17.0","21.9",,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2019-07-31","7.61","0.00","0.0","0.0","87","97","75","  130","  150","14.1","19.0",,,,,,,,"    1"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2019-08-01","8.05","0.00","0.0","0.0","87","96","77","  120","  300","14.1","28.0",,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2019-08-02","6.71","0.00","0.0","0.0","86","96","77","  150","  100","14.1","19.0",,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2019-08-03","8.05","0.20","0.0","0.0","84","89","76","  150","  140","14.1","18.1","    1",,"    1",,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2019-08-04","4.92","0.02","0.0","0.0","83","94","77","   60","   50","13.0","17.0","    1",,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2019-08-05","3.80","0.00","0.0","0.0","86","96","77","  170","  110","10.1","14.1",,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2019-08-06","7.83","0.00","0.0","0.0","89","98","80","  140","  140","17.0","21.0",,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2019-08-07","10.07","0.00","0.0","0.0","90","100","81","  170","  190","17.0","23.9",,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2019-08-08","11.41","0.00","0.0","0.0","89","97","81","  180","  150","17.0","21.9",,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2019-08-09","11.63","0.00","0.0","0.0","89","101","81","  150","  140","17.0","21.9",,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2019-08-10","11.41","0.00","0.0","0.0","90","101","80","  190","  180","18.1","23.0",,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2019-08-11","10.96","0.00","0.0","0.0","90","100","79","  150","  150","18.1","23.9",,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2019-08-12","11.18","0.00","0.0","0.0","90","101","81","  200","  170","19.9","23.9",,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2019-08-13","7.38","0.00","0.0","0.0","91","102","81","  140","  140","14.1","17.0",,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2019-08-14","7.16","0.50","0.0","0.0","86","95","73","  360","  360","23.9","30.0","    1",,"    1",,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2019-08-15","5.59","0.00","0.0","0.0","87","97","76","  120","  110","13.0","16.1",,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2019-08-16","11.18","0.00","0.0","0.0","89","100","79","  120","  130","21.0","25.9",,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2019-08-17","13.20","0.00","0.0","0.0","89","100","80","  160","  130","19.9","25.9",,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2019-08-18","13.87","0.00","0.0","0.0","89","99","80","  150","  200","21.9","25.9",,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2019-08-19","10.51","0.00","0.0","0.0","90","100","80","  130","  140","16.1","23.0",,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2019-08-20","8.28","0.00","0.0","0.0","90","101","79","  150","  150","15.0","19.0",,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2019-08-21","8.50","0.00","0.0","0.0","89","99","78","  150","  160","17.0","21.0",,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2019-08-22","11.86","0.00","0.0","0.0","89","98","80","  170","  170","19.9","23.9",,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2019-08-23","9.62","0.00","0.0","0.0","87","95","80","   30","   30","23.9","29.1",,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2019-08-24","6.04","0.23","0.0","0.0","84","94","77","   30","  180","21.9","28.0","    1",,"    1",,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2019-08-25","6.93","0.00","0.0","0.0","84","98","75","  170","  170","16.1","21.0",,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2019-08-26","14.99","0.00","0.0","0.0","90","102","80","  190","  170","25.9","31.1",,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2019-08-27","10.07","0.31","0.0","0.0","83","88","71","   10","   10","36.0","44.1","    1",,"    1",,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2019-08-28","5.14","0.00","0.0","0.0","81","94","74","   10","   30","14.1","17.0",,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2019-08-29","8.50","0.00","0.0","0.0","86","98","75","  130","  130","17.0","21.9",,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2019-08-30","9.84","1.18","0.0","0.0","83","93","70","  360","  350","40.0","51.0","    1",,"    1",,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2019-08-31","5.82","0.00","0.0","0.0","76","88","71","  130","  100","13.0","18.1",,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2019-09-01","3.13","0.00","0.0","0.0","81","95","71","  110","  130","12.1","15.0",,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2019-09-02","4.25","0.00","0.0","0.0","86","96","75","  120","   80","14.1","21.0",,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2019-09-03","4.03","0.00","0.0","0.0","86","96","77","  120","  100","12.1","17.0",,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2019-09-04","4.03","0.00","0.0","0.0","87","97","77","  140","  110","14.1","19.9",,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2019-09-05","2.91","0.00","0.0","0.0","87","98","75","  200","  240","10.1","14.1",,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2019-09-06","4.70","0.00","0.0","0.0","87","100","74","  210","  230","14.1","16.1",,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2019-09-07","7.38","0.00","0.0","0.0","88","100","75","  190","  210","19.9","23.0",,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2019-09-08","11.41","0.00","0.0","0.0","87","99","76","  160","  160","23.0","29.1",,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2019-09-09","13.65","0.00","0.0","0.0","86","95","76","  140","  210","21.9","30.0",,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2019-09-10","13.65","0.00","0.0","0.0","85","96","75","  170","  160","23.9","31.1",,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2019-09-11","12.97","0.00","0.0","0.0","83","95","73","  140","  130","23.0","29.1",,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2019-09-12","10.74","0.00","0.0","0.0","82","96","73","  190","  190","19.9","25.9",,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2019-09-13","6.49","0.00","0.0","0.0","86","95","77","   40","  160","14.1","17.0",,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2019-09-14","4.92","0.00","0.0","0.0","85","98","75","  120","  140","13.0","16.1",,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2019-09-15","5.14","0.00","0.0","0.0","87","98","76","  100","   70","14.1","19.9",,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2019-09-16","5.59","0.00","0.0","0.0","87","96","78","  110","   50","16.1","25.1",,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2019-09-17","6.93","0.00","0.0","0.0","84","94","74","  140","  140","18.1","21.0",,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2019-09-18","6.49","0.00","0.0","0.0","83","93","74","  100","  100","21.0","25.1",,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2019-09-19","7.83","0.00","0.0","0.0","79","82","74","   80","   80","17.0","21.9","    1",,,,,,,"    1"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2019-09-20","15.43","0.00","0.0","0.0","81","96","75","  190","  190","28.0","33.1",,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2019-09-21","16.11","0.00","0.0","0.0","83","94","77","  150","  150","23.0","29.1",,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2019-09-22","14.09","0.00","0.0","0.0","84","93","76","  180","  190","25.1","30.0",,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2019-09-23","10.07","0.00","0.0","0.0","85","96","78","  110","  110","21.0","25.1",,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2019-09-24","11.63","0.00","0.0","0.0","85","95","77","  150","  190","19.9","23.0",,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2019-09-25","11.63","0.00","0.0","0.0","86","97","77","  180","  180","21.9","25.9",,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2019-09-26","10.96","0.00","0.0","0.0","85","95","77","  190","  190","18.1","23.0",,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2019-09-27","15.88","0.00","0.0","0.0","84","94","74","  160","  160","23.9","30.0",,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2019-09-28","14.32","0.00","0.0","0.0","85","95","78","  170","  190","23.0","30.0",,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2019-09-29","14.76","0.00","0.0","0.0","85","95","78","  190","  140","23.0","29.1",,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2019-09-30","14.32","0.00","0.0","0.0","84","93","76","  180","  170","23.0","29.1",,,,,,,,
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2019-10-01","14.76","0.00","0.0","0.0","85","95","76","  180","  190","23.9","36.9",,,,,,,,
